crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat
-0.384018127804457,-0.516046087757837,-0.5707801556095229,-0.3072262061698491,-0.6872900475481346,1.2328526297626834,-0.28836003523780535,0.43381140487789827,-0.8527769318135827,-0.9984836358206973,-0.3050466193155878,0.41621246389034333,-1.2186314570753503
-0.3837767950650331,-0.516046087757837,-1.312083697745314,-0.3072262061698491,-0.78064771833938,0.15523790298943957,-0.37332106747647764,0.9049982008937645,-0.7373384269593184,-1.1200785034801233,0.1047528511541334,0.42914071676607857,-1.056841531315174
-0.37296395709162616,-0.006596343509344664,-0.449503502499373,-0.3072262061698491,-0.22050169359190788,-0.21300659966949556,0.9506550182428327,0.8569372337538026,-0.5064614172507897,-0.5789813423956774,-1.4889117562281182,0.45700160280836005,0.8544733543601271
-0.3666770506884308,-0.006596343509344664,-0.449503502499373,-0.3072262061698491,-0.22050169359190788,-0.985178211834165,1.0887166956306755,0.9135605397127907,-0.5064614172507897,-0.5789813423956774,-1.4889117562281182,0.3540766748751828,2.33252030325394
-0.37056099946353427,-0.006596343509344664,-0.449503502499373,-0.3072262061698491,-0.22050169359190788,-0.45279371767996723,0.5895706312284756,1.1329973637179884,-0.5064614172507897,-0.5789813423956774,-1.4889117562281182,0.3548784269915073,0.5733976358784655
-0.3126637669461185,-0.516046087757837,-0.40857263207469735,-0.3072262061698491,-0.10168283985759657,-0.47277597751417216,0.44088882481079894,0.12866513902596474,-0.6218999221050541,-0.6033003159275627,1.1520181645767562,0.3552793030496698,0.24022007689776356
-0.31816917006422635,-0.516046087757837,-0.40857263207469735,-0.3072262061698491,-0.10168283985759657,-0.8481570015424676,0.009003577597547783,-0.06986064645638469,-0.6218999221050541,-0.6033003159275627,1.1520181645767562,0.39737128915671405,-0.2245831843963019
-0.315863311155512,-0.516046087757837,-0.40857263207469735,-0.3072262061698491,-0.10168283985759657,-0.566978059589715,0.8798541580439391,0.18963415463682068,-0.6218999221050541,-0.6033003159275627,1.1520181645767562,0.43124531607143063,0.463709550617329
-0.3073525612667659,-0.516046087757837,-0.40857263207469735,-0.3072262061698491,-0.10168283985759657,-1.030851948598064,0.5824905452085862,0.21329891016679284,-0.6218999221050541,-0.6033003159275627,1.1520181645767562,-0.4798457451169974,0.4925026729983774
-0.32324941277030217,-0.516046087757837,-0.40857263207469735,-0.3072262061698491,-0.10168283985759657,-0.7254088339894896,0.7453325236660413,0.3111419175761689,-0.6218999221050541,-0.6033003159275627,1.1520181645767562,0.25636313569811564,0.2594154918184625
