ID,medv
3,30.986583964602787
6,25.75246910305264
8,18.93812808621701
9,10.320193111562883
10,18.590383779545398
18,17.133938065829465
20,18.820151398346088
25,15.769522476324589
26,13.459190226584
27,15.686870792513687
29,19.82821840752893
30,21.214170750660834
33,8.166407595455262
34,14.162291045364151
36,23.889096218399068
37,22.345405777067246
38,23.46894515837823
42,28.819726481898876
49,8.009308371481378
53,28.282421155093456
60,21.77822285122618
63,24.74728938294496
70,21.21670776495277
72,22.28105746573912
79,21.425370153593082
80,22.80545291038344
83,26.444926120411026
92,27.139941923412014
93,29.258140547336765
96,28.451480188382686
98,35.64916568275068
99,35.22604960801431
100,32.08867267422218
105,21.323279778137312
106,18.116083413894874
111,20.741766364830063
113,20.165325784735156
114,20.078924659849836
116,19.852435425877605
126,22.863504463863705
130,14.268749056161829
131,20.51540089399335
133,20.67649587799386
136,17.5150835197447
141,13.339589025222246
144,11.856140802853867
145,8.192101852663797
147,15.773666118080197
152,18.555355953021216
153,20.99820972919729
156,20.802577904151818
158,33.38891017805497
163,41.40962890681634
169,26.240064367600112
185,22.103280260041522
186,24.338012931121824
189,32.219071758488816
196,40.66214654090404
197,35.80924878588637
199,34.21554845028657
200,30.312877973642664
203,36.99108218058779
208,17.64639946883692
210,16.82580988552774
211,22.550380761533322
213,23.1403046755342
216,24.879227395555898
218,28.42907474126043
219,24.918165259087125
220,30.181253160515702
221,33.44321309110301
229,35.959777802013384
232,33.46130174324833
238,33.047819139367604
239,28.792413036606597
240,28.61286086332362
242,23.562361926879458
246,13.450326991016023
248,20.330215743208825
253,26.264173482227406
255,24.311346186911457
256,21.956831259456052
257,37.6004095833456
258,42.8114796509475
259,35.8158793001361
260,34.40877216151702
268,40.24758865221079
270,26.019283090750488
271,22.343097483070668
276,34.116403761416834
277,36.292898440215794
278,35.76533299927271
279,30.476156589795806
281,38.67847980070373
288,27.3955541284359
290,27.148555081388086
292,34.84112084716302
295,24.67639162528884
296,29.057939661158823
299,29.23819307694423
300,32.08824767171789
301,30.69403761140303
308,32.57684309984645
314,25.743764940479224
315,25.63146345836331
320,21.51061808855342
322,25.43357755592593
323,23.45770888907215
324,19.67808199447455
327,24.566815952428925
330,24.35700268231979
332,20.001254364377523
333,23.61042852040833
336,21.55065486635406
338,19.881896132549425
346,17.01776128442427
347,15.102060809429403
351,21.152690752607857
352,21.35067413699797
354,26.52761291925067
355,15.525824572339602
356,17.942645839272963
362,19.99277956793435
364,21.761565765867463
365,39.34313774233119
370,34.43574521724343
376,27.126687751264154
379,17.399512208286936
380,18.076960365211548
381,20.99883237248073
382,19.636406067089872
386,8.822536284042343
389,7.052653052441112
391,18.121205371303095
394,21.337611193350924
396,21.261408435743974
398,17.061663899302314
400,11.24774439237891
403,19.06823891409436
405,10.124477107430026
406,13.034534080972197
407,9.39119814616921
410,20.608389112586323
411,19.032267071223206
412,17.50365889396801
413,1.8990098127390809
417,13.696679357952718
421,20.863028466559054
422,19.095070562255533
423,19.73095081135124
424,13.281973728963617
427,17.340583759265474
431,18.678662315545033
436,14.10792980085759
437,15.723307685410427
439,5.152909438759458
447,18.551048632045546
450,18.026526505843258
451,17.167995751557974
455,16.077671616485787
457,13.187247636915721
471,20.878747785663272
474,26.62931217991522
476,16.258236726609734
483,29.86734287765962
486,23.5269847132637
490,7.7457146276143405
495,20.717778917423235
496,16.89587269682984
497,13.605526222368805
499,21.320415205711285
501,20.347000697352225
505,26.605334564804934
